"product","user","value"
"Toblerone white",1388,5
"Ferrero rocher",1388,3
"Mon cheri",1388,2
"Mamba",1388,5
"Leibniz Biscuits",1388,3
"Maltesers",1388,4
"Halls",1388,5
"Jelly (kisiel)",1388,2
"Merci",1388,5
"Manhattan Ice Cream",1388,4
"Snickers",1388,5
"Kinder surprise",1388,3
"Kaszka manna",1388,2
"Bounty",1388,4
"Mentos Mint",1388,5
"Kinder bueno",1388,4
"Kopiko",1388,5
"Milka Hazelnuts",1388,4
"M&m's",1388,5
"Ptasie mleczko",1388,2
"Wisełka",1388,0
"Creme puffs (ptysie)",1388,3
"After Eight ",1388,4
"Mars",1388,5
"Milky Way",1388,3
"Twix",1388,4
"Werther's Original",1388,4
"KitKat",1388,4
"Raffaello",1388,5
"Kinder bueno white",1388,4
"Toffifee",1388,5
"Magnum Almond",1388,5
"Nonnette (pierniczki)",1388,2
"Nutella",1388,5
"Chupa chups",1388,3
"Lion",1388,4
"Fisherman's Friend",1388,4
"Milka Lila Stars Raisins",1388,4
"Nimm2",1388,5
"Haribo",1388,4
"Milka White",1388,3
"Lentilky",1388,4
"Skittles",1388,5
"Prince Polo",1388,3
"Knoppers",1475,4
"Lentilky",3,0
"Milka White",3,2
"Chupa chups",3,5
"Nimm2",3,4
"Kinder surprise",3,4
"Milka Lila Stars Raisins",3,1
"Raffaello",3,4
"Milka Hazelnuts",3,5
"M&m's",3,3
"Werther's Original",3,1
"Mamba",3,2
"Mentos Mint",3,2
"Magnum Almond",3,3
"Kaszka manna",3,1
"Knoppers",3,3
"KitKat",3,5
"Twix",3,3
"Leibniz Biscuits",3,4
"Merci",3,4
"Mon cheri",3,4
"Nutella",3,3
"Maltesers",3,0
"Toffifee",3,3
"Kinder bueno",3,5
"Toblerone white",3,2
"Cornetto",3,5
"Haribo",3,1
"Mars",3,4
"Donuts ",3,5
"Kinder bueno white",3,0
"Fisherman's Friend",3,5
"After Eight ",3,0
"Ptasie mleczko",3,2
"Halls",3,5
"Snickers",3,3
"Nonnette (pierniczki)",3,2
"Lion",3,2
"Creme puffs (ptysie)",3,2
"Wisełka",3,0
"Bounty",3,2
"Manhattan Ice Cream",3,0
"Milky Way",3,3
"Jelly (kisiel)",3,2
"Prince Polo",3,3
"Skittles",3,0
"Kopiko",3,2
"Ferrero rocher",3,5
"Donuts ",1476,2
"Creme puffs (ptysie)",1476,4
"Milka Hazelnuts",1476,5
"After Eight ",1476,3
"Knoppers",1476,4
"Manhattan Ice Cream",1476,0
"Knoppers",1315,4
"Donuts ",1315,4
"After Eight ",1315,2
"Creme puffs (ptysie)",1315,2
"Milka Hazelnuts",1315,3
"Manhattan Ice Cream",1315,4
"After Eight ",321,4
"Creme puffs (ptysie)",321,2
"Milka Hazelnuts",321,3
"Manhattan Ice Cream",321,5
"Knoppers",321,4
"Donuts ",321,3
"Jelly (kisiel)",646,3
"Snickers",646,4
"Chupa chups",646,0
"Kinder bueno",646,5
"Milka Lila Stars Raisins",646,0
"Leibniz Biscuits",646,0
"Nonnette (pierniczki)",646,0
"Kinder bueno white",646,5
"Werther's Original",646,0
"Toblerone white",646,5
"Mars",646,2
"Mentos Mint",646,3
"Skittles",646,4
"Kinder surprise",646,4
"Nimm2",646,0
"M&m's",646,5
"Toffifee",646,0
"Ptasie mleczko",646,4
"Lion",646,0
"Merci",646,0
"Raffaello",646,0
"Kopiko",646,0
"Haribo",646,0
"Manhattan Ice Cream",646,0
"Halls",646,3
"Milka White",646,4
"Mon cheri",646,0
"Ferrero rocher",646,5
"Mamba",646,0
"Creme puffs (ptysie)",646,5
"Milka Hazelnuts",646,5
"Prince Polo",646,0
"Bounty",646,0
"Milky Way",646,0
"After Eight ",646,0
"Knoppers",646,0
"Kaszka manna",646,0
"Maltesers",646,0
"Wisełka",646,0
"Lentilky",646,0
"Fisherman's Friend",646,0
"KitKat",646,0
"Magnum Almond",646,5
"Cornetto",646,5
"Donuts ",646,0
"Twix",646,5
"Nutella",646,5
"After Eight ",5,5
"Donuts ",5,4
"Knoppers",5,5
"Manhattan Ice Cream",5,1
"Jelly (kisiel)",5,4
"Creme puffs (ptysie)",5,3
"Milka Hazelnuts",5,3
"Fisherman's Friend",113,1
"Wisełka",113,0
"Mamba",113,0
"Skittles",113,2
"Lentilky",113,4
"KitKat",113,4
"Raffaello",113,2
"Halls",113,2
"Kinder bueno white",113,3
"Creme puffs (ptysie)",113,0
"Milka Hazelnuts",113,4
"Ferrero rocher",113,5
"Twix",113,4
"Nonnette (pierniczki)",113,4
"Kinder surprise",113,5
"Haribo",113,3
"Milka Lila Stars Raisins",113,2
"Leibniz Biscuits",113,2
"Donuts ",113,4
"Milka White",113,2
"Nimm2",113,0
"Merci",113,2
"Chupa chups",113,5
"Mentos Mint",113,3
"Mon cheri",113,1
"Knoppers",113,3
"Cornetto",113,4
"Maltesers",113,4
"Lion",113,3
"Knoppers",4,3
"After Eight ",113,5
"Kopiko",113,5
"Kinder bueno",113,5
"Mars",113,3
"Kaszka manna",113,0
"Manhattan Ice Cream",113,0
"Toblerone white",113,4
"Nutella",113,5
"Magnum Almond",113,0
"Bounty",113,4
"Werther's Original",113,0
"Jelly (kisiel)",113,0
"Toffifee",113,0
"Prince Polo",113,0
"M&m's",113,5
"Ptasie mleczko",113,0
"Milky Way",113,0
"Snickers",113,4
"After Eight ",1474,5
"Manhattan Ice Cream",1474,4
"Creme puffs (ptysie)",1474,2
"Donuts ",1474,3
"Knoppers",1474,3
"Milka Hazelnuts",1474,3
"Magnum Almond",1459,5
"Nutella",1459,4
"Lion",1459,1
"Fisherman's Friend",1459,0
"Werther's Original",1459,1
"Mars",1459,2
"Snickers",1459,3
"Bounty",1459,1
"Toblerone white",1459,0
"Cornetto",1459,3
"KitKat",1459,2
"Nonnette (pierniczki)",1459,2
"Knoppers",1459,5
"Donuts ",1459,2
"Twix",1459,5
"Nimm2",1459,3
"Kopiko",1459,2
"Chupa chups",1459,1
"Milky Way",1459,2
"Halls",1459,2
"Kaszka manna",1459,3
"Skittles",1459,1
"Milka Lila Stars Raisins",1459,5
"Toffifee",1459,3
"Ptasie mleczko",1459,5
"Haribo",1459,1
"Leibniz Biscuits",1459,2
"Wisełka",1459,0
"Prince Polo",1459,5
"M&m's",1459,4
"Lentilky",1459,2
"Creme puffs (ptysie)",1459,3
"Milka White",1459,2
"Maltesers",1459,4
"Raffaello",1459,1
"Milka Hazelnuts",1459,5
"Manhattan Ice Cream",1459,0
"Kinder bueno",1459,5
"Kinder surprise",1459,3
"Mamba",1459,2
"Mentos Mint",1459,2
"Mon cheri",1459,4
"Ferrero rocher",1459,5
"Merci",1459,5
"Jelly (kisiel)",1459,4
"Kinder bueno white",1459,0
"After Eight ",1459,0
"Manhattan Ice Cream",152,3
"After Eight ",152,0
"Creme puffs (ptysie)",152,5
"Donuts ",152,4
"Milka Hazelnuts",152,5
"Knoppers",152,5
"Jelly (kisiel)",152,5
"Ferrero rocher",319,1
"Nonnette (pierniczki)",319,3
"KitKat",319,5
"Ptasie mleczko",319,4
"Magnum Almond",319,4
"Mentos Mint",319,4
"Milka Lila Stars Raisins",319,2
"Leibniz Biscuits",319,3
"Milka Hazelnuts",319,4
"Mon cheri",319,1
"Wisełka",319,1
"Nutella",319,1
"Mars",319,1
"Nimm2",319,2
"Kopiko",319,1
"Kinder surprise",319,5
"Milky Way",319,1
"Kaszka manna",319,1
"Chupa chups",319,5
"After Eight ",319,2
"Creme puffs (ptysie)",319,1
"Skittles",319,5
"Halls",319,5
"Cornetto",319,4
"Manhattan Ice Cream",319,3
"Bounty",319,1
"Maltesers",319,0
"M&m's",319,3
"Prince Polo",319,4
"Jelly (kisiel)",319,5
"Raffaello",319,1
"Haribo",319,5
"Toblerone white",319,5
"Milka White",319,4
"Merci",319,3
"Twix",319,1
"Werther's Original",319,2
"Kinder bueno white",319,2
"Fisherman's Friend",319,0
"Lion",319,1
"Mamba",319,4
"Toffifee",319,4
"Snickers",319,1
"Donuts ",319,4
"Lentilky",319,4
"Knoppers",319,3
"Kinder bueno",319,3
"Knoppers",1460,4
"Skittles",2,5
"Kaszka manna",2,5
"Kinder bueno",2,3
"Werther's Original",2,3
"Jelly (kisiel)",2,4
"Mars",2,2
"Maltesers",2,5
"Toffifee",2,3
"Nonnette (pierniczki)",2,4
"Nutella",2,5
"Kinder surprise",2,5
"Lentilky",2,3
"Creme puffs (ptysie)",2,3
"After Eight ",2,1
"Toblerone white",2,0
"Haribo",2,5
"Wisełka",2,1
"Milka White",2,5
"Kopiko",2,1
"KitKat",2,3
"Kinder bueno white",2,3
"Mon cheri",2,2
"Bounty",2,2
"Nimm2",2,3
"Ferrero rocher",2,3
"Milky Way",2,4
"Merci",2,2
"Twix",2,5
"Milka Lila Stars Raisins",2,1
"Manhattan Ice Cream",2,5
"Mentos Mint",2,2
"Ptasie mleczko",2,2
"Milka Hazelnuts",2,3
"Leibniz Biscuits",2,5
"Knoppers",2,1
"Mamba",2,5
"Snickers",2,3
"Raffaello",2,5
"Magnum Almond",2,2
"Lion",2,2
"Prince Polo",2,3
"Donuts ",2,5
"Halls",2,1
"Fisherman's Friend",2,0
"M&m's",2,3
"Chupa chups",2,4
"Cornetto",2,5
"Prince Polo",1468,3
"Lentilky",1468,2
"Nonnette (pierniczki)",1468,2
"Creme puffs (ptysie)",1468,1
"Knoppers",1468,1
"Kaszka manna",1468,3
"Werther's Original",1468,2
"Milka White",1468,5
"Leibniz Biscuits",1468,1
"After Eight ",1468,3
"Jelly (kisiel)",1468,1
"Kopiko",1468,2
"Halls",1468,1
"Toffifee",1468,3
"Mamba",1468,3
"Mars",1468,3
"Magnum Almond",1468,3
"Raffaello",1468,5
"Skittles",1468,4
"Milky Way",1468,2
"Nimm2",1468,2
"Milka Hazelnuts",1468,3
"Bounty",1468,4
"Haribo",1468,4
"Chupa chups",1468,4
"Mon cheri",1468,4
"Kinder bueno",1468,2
"Snickers",1468,2
"Toblerone white",1468,5
"Maltesers",1468,5
"Kinder surprise",1468,2
"Kinder bueno white",1468,2
"Milka Lila Stars Raisins",1468,2
"Manhattan Ice Cream",1468,2
"Merci",1468,1
"Twix",1468,2
"M&m's",1468,3
"Ferrero rocher",1468,1
"KitKat",1468,3
"Wisełka",1468,0
"Lion",1468,1
"Donuts ",1468,3
"Ptasie mleczko",1468,5
"Nutella",1468,5
"Cornetto",1468,2
"Fisherman's Friend",1468,3
"Mentos Mint",1468,2
"Toblerone white",1314,4
"Nimm2",1314,4
"Twix",1314,1
"Ptasie mleczko",1314,5
"Milka White",1314,5
"Merci",1314,4
"Kinder surprise",1314,5
"Raffaello",1314,4
"Mentos Mint",1314,3
"Prince Polo",1314,1
"Cornetto",1314,5
"Milky Way",1314,5
"Nutella",1314,5
"Mars",1314,4
"Jelly (kisiel)",1314,5
"Fisherman's Friend",1314,0
"Snickers",1314,5
"Halls",1314,5
"M&m's",1314,5
"Donuts ",1314,5
"Kaszka manna",1314,3
"Magnum Almond",1314,5
"Kinder bueno",1314,1
"Knoppers",1314,2
"Wisełka",1314,0
"Milka Lila Stars Raisins",1314,5
"Leibniz Biscuits",1314,1
"Ferrero rocher",1314,2
"Milka Hazelnuts",1314,3
"Werther's Original",1314,5
"Nonnette (pierniczki)",1314,5
"Haribo",1314,5
"Maltesers",1314,5
"Manhattan Ice Cream",1314,0
"After Eight ",1314,0
"Kopiko",1314,1
"Bounty",1314,2
"Skittles",1314,5
"KitKat",1314,1
"Chupa chups",1314,5
"Mamba",1314,5
"Creme puffs (ptysie)",1314,3
"Mon cheri",1314,2
"Lentilky",1314,5
"Kinder bueno white",1314,1
"Toffifee",1314,5
"Lion",1314,3
"Leibniz Biscuits",1469,4
"After Eight ",1469,0
"Toffifee",1469,1
"Twix",1469,2
"Jelly (kisiel)",1469,3
"Nutella",1469,5
"Haribo",1469,3
"Wisełka",1469,0
"Knoppers",1469,5
"Mon cheri",1469,5
"Merci",1469,4
"Kinder bueno",1469,5
"Mamba",1469,3
"Kopiko",1469,3
"Bounty",1469,3
"M&m's",1469,3
"Mentos Mint",1469,3
"Werther's Original",1469,1
"Fisherman's Friend",1469,0
"Prince Polo",1469,4
"Manhattan Ice Cream",1469,0
"Creme puffs (ptysie)",1469,5
"Ptasie mleczko",1469,5
"Raffaello",1469,5
"Kaszka manna",1469,2
"Maltesers",1469,5
"Kinder bueno white",1469,5
"Milka White",1469,1
"Snickers",1469,3
"Lion",1469,3
"Ferrero rocher",1469,4
"Donuts ",1469,5
"Cornetto",1469,2
"Chupa chups",1469,3
"Mars",1469,3
"Halls",1469,1
"Kinder surprise",1469,3
"Milky Way",1469,2
"KitKat",1469,4
"Magnum Almond",1469,5
"Lentilky",1469,1
"Skittles",1469,2
"Nimm2",1469,2
"Milka Hazelnuts",1469,3
"Milka Lila Stars Raisins",1469,3
"Toblerone white",1469,4
"Nonnette (pierniczki)",1469,4
"Mon cheri",1458,2
"Kinder bueno",1458,0
"Cornetto",1458,0
"Toffifee",1458,0
"Nutella",1458,5
"Haribo",1458,0
"Twix",1458,4
"Kinder surprise",1458,0
"Ferrero rocher",1458,5
"Snickers",1458,3
"Mars",1458,4
"Werther's Original",1458,3
"Merci",1458,0
"Mamba",1458,0
"Fisherman's Friend",1458,0
"Bounty",1458,0
"Donuts ",1458,5
"Milka White",1458,0
"Lion",1458,0
"Creme puffs (ptysie)",1458,5
"Milka Lila Stars Raisins",1458,0
"Mentos Mint",1458,1
"Raffaello",1458,0
"Nimm2",1458,0
"Prince Polo",1458,0
"Toblerone white",1458,0
"Kopiko",1458,0
"After Eight ",1458,0
"Magnum Almond",1458,0
"Milky Way",1458,4
"KitKat",1458,4
"Maltesers",1458,0
"Nonnette (pierniczki)",1458,0
"Ptasie mleczko",1458,0
"Lentilky",1458,0
"Manhattan Ice Cream",1458,0
"Wisełka",1458,0
"Kinder bueno white",1458,0
"Chupa chups",1458,0
"M&m's",1458,4
"Milka Hazelnuts",1458,0
"Jelly (kisiel)",1458,0
"Kaszka manna",1458,0
"Leibniz Biscuits",1458,0
"Skittles",1458,4
"Halls",1458,1
"Knoppers",1458,0
"Cornetto",968,5
"Ferrero rocher",968,5
"Mentos Mint",968,3
"Merci",968,5
"Kaszka manna",968,5
"Bounty",968,5
"Milka White",968,5
"Wisełka",968,0
"Milka Hazelnuts",968,5
"Donuts ",968,5
"Nimm2",968,3
"Magnum Almond",968,5
"Nutella",968,5
"Twix",968,5
"Mon cheri",968,1
"Raffaello",968,5
"Snickers",968,5
"Leibniz Biscuits",968,3
"Werther's Original",968,4
"Toblerone white",968,5
"Fisherman's Friend",968,3
"Kinder bueno white",968,5
"KitKat",968,5
"Halls",968,5
"After Eight ",968,5
"Haribo",968,5
"Kinder bueno",968,5
"Jelly (kisiel)",968,3
"Creme puffs (ptysie)",968,2
"Ptasie mleczko",968,1
"Mamba",968,5
"Maltesers",968,5
"Nonnette (pierniczki)",968,4
"Lentilky",968,5
"M&m's",968,5
"Prince Polo",968,4
"Skittles",968,3
"Lion",968,4
"Kopiko",968,2
"Kinder surprise",968,5
"Milky Way",968,5
"Toffifee",968,5
"Mars",968,5
"Knoppers",968,5
"Chupa chups",968,5
"Manhattan Ice Cream",968,5
"Milka Lila Stars Raisins",968,5
"Maltesers",151,4
"Donuts ",151,2
"Cornetto",151,5
"Milka White",151,5
"Snickers",151,5
"Werther's Original",151,5
"Kinder bueno white",151,5
"Fisherman's Friend",151,5
"Mars",151,5
"Lion",151,5
"Skittles",151,5
"Kopiko",151,5
"Mamba",151,5
"Nutella",151,5
"Milka Hazelnuts",151,5
"Twix",151,5
"Wisełka",151,5
"Kinder bueno",151,5
"Haribo",151,5
"Prince Polo",151,2
"Magnum Almond",151,5
"Mentos Mint",151,5
"Nonnette (pierniczki)",151,1
"Bounty",151,5
"Kinder surprise",151,5
"Manhattan Ice Cream",151,5
"Ptasie mleczko",151,5
"M&m's",151,5
"Knoppers",151,5
"Toblerone white",151,5
"Toffifee",151,5
"KitKat",151,5
"Milka Lila Stars Raisins",151,5
"Merci",151,5
"Leibniz Biscuits",151,3
"Raffaello",151,5
"Creme puffs (ptysie)",151,5
"Kaszka manna",151,5
"Chupa chups",151,5
"Ferrero rocher",151,3
"Halls",151,5
"Jelly (kisiel)",151,0
"Nimm2",151,5
"Milky Way",151,5
"Lentilky",151,5
"Mon cheri",151,1
"After Eight ",151,1
"Haribo",1464,5
"Ptasie mleczko",1464,3
"Maltesers",1464,3
"Milky Way",1464,4
"Ferrero rocher",1464,2
"Nonnette (pierniczki)",1464,0
"Kaszka manna",1464,5
"Toffifee",1464,5
"Creme puffs (ptysie)",1464,1
"Lentilky",1464,2
"Fisherman's Friend",1464,0
"Chupa chups",1464,5
"After Eight ",1464,1
"Kopiko",1464,1
"Raffaello",1464,5
"Mon cheri",1464,3
"Skittles",1464,5
"Leibniz Biscuits",1464,3
"Nutella",1464,3
"KitKat",1464,4
"Kinder bueno white",1464,4
"Merci",1464,2
"Magnum Almond",1464,2
"Snickers",1464,5
"M&m's",1464,4
"Mentos Mint",1464,2
"Prince Polo",1464,3
"Twix",1464,4
"Milka Lila Stars Raisins",1464,5
"Werther's Original",1464,5
"Lion",1464,2
"Mamba",1464,4
"Manhattan Ice Cream",1464,1
"Milka White",1464,0
"Halls",1464,4
"Bounty",1464,4
"Nimm2",1464,2
"Toblerone white",1464,3
"Donuts ",1464,3
"Cornetto",1464,2
"Kinder bueno",1464,4
"Kinder surprise",1464,4
"Wisełka",1464,0
"Jelly (kisiel)",1464,0
"Mars",1464,4
"Knoppers",1464,5
"Milka Hazelnuts",1464,5
"Maltesers",482,0
"Toffifee",482,1
"Wisełka",482,1
"Mars",482,1
"Nutella",482,1
"Toblerone white",482,1
"Mamba",482,1
"Nonnette (pierniczki)",482,1
"Milka Hazelnuts",482,1
"Skittles",482,1
"Mon cheri",482,1
"Merci",482,2
"After Eight ",482,1
"Twix",482,2
"Leibniz Biscuits",482,1
"Raffaello",482,4
"M&m's",482,1
"Creme puffs (ptysie)",482,1
"Lion",482,1
"Mentos Mint",482,1
"Ferrero rocher",482,3
"Kinder bueno",482,3
"Prince Polo",482,1
"Milky Way",482,1
"Jelly (kisiel)",482,1
"Haribo",482,1
"Cornetto",482,1
"Knoppers",482,1
"Kopiko",482,1
"Fisherman's Friend",482,1
"Snickers",482,1
"Ptasie mleczko",482,1
"Werther's Original",482,1
"Manhattan Ice Cream",482,1
"KitKat",482,1
"Nimm2",482,1
"Lentilky",482,1
"Milka White",482,2
"Kaszka manna",482,1
"Milka Lila Stars Raisins",482,1
"Bounty",482,2
"Chupa chups",482,1
"Halls",482,1
"Donuts ",482,1
"Kinder bueno white",482,2
"Magnum Almond",482,2
"Kinder surprise",482,5
"Milka White",839,2
"After Eight ",839,4
"Mars",839,3
"Lentilky",839,2
"Nonnette (pierniczki)",839,0
"Snickers",839,3
"Ptasie mleczko",839,5
"Cornetto",839,4
"Donuts ",839,5
"Kopiko",839,3
"KitKat",839,3
"Jelly (kisiel)",839,5
"Prince Polo",839,4
"Skittles",839,4
"Milky Way",839,2
"Creme puffs (ptysie)",839,3
"Raffaello",839,4
"Werther's Original",839,3
"Ferrero rocher",839,3
"Fisherman's Friend",839,0
"Nimm2",839,3
"Knoppers",839,4
"M&m's",839,4
"Kinder surprise",839,2
"Leibniz Biscuits",839,3
"Maltesers",839,5
"Merci",839,4
"Twix",839,4
"Kinder bueno white",839,3
"Milka Lila Stars Raisins",839,4
"Toblerone white",839,0
"Manhattan Ice Cream",839,3
"Kaszka manna",839,4
"Magnum Almond",839,4
"Wisełka",839,0
"Lion",839,3
"Nutella",839,3
"Mentos Mint",839,2
"Halls",839,3
"Milka Hazelnuts",839,1
"Bounty",839,4
"Toffifee",839,4
"Mon cheri",839,3
"Chupa chups",839,3
"Kinder bueno",839,3
"Mamba",839,4
"Haribo",839,4
"Fisherman's Friend",320,1
"Halls",320,2
"Twix",320,2
"Milka Lila Stars Raisins",320,2
"Ferrero rocher",320,3
"Skittles",320,4
"KitKat",320,4
"Mars",320,3
"Merci",320,3
"Werther's Original",320,5
"Milky Way",320,3
"Nimm2",320,4
"Haribo",320,1
"Kaszka manna",320,1
"Lion",320,3
"Nonnette (pierniczki)",320,5
"Lentilky",320,3
"Chupa chups",320,3
"Cornetto",320,4
"Raffaello",320,5
"Prince Polo",320,5
"Milka White",320,5
"Creme puffs (ptysie)",320,5
"Mon cheri",320,1
"Magnum Almond",320,5
"Maltesers",320,4
"M&m's",320,4
"Snickers",320,3
"After Eight ",320,1
"Bounty",320,3
"Kopiko",320,5
"Jelly (kisiel)",320,1
"Toblerone white",320,1
"Donuts ",320,5
"Mamba",320,3
"Mentos Mint",320,2
"Knoppers",320,4
"Wisełka",320,4
"Toffifee",320,5
"Nutella",320,2
"Kinder bueno white",320,5
"Kinder bueno",320,5
"Manhattan Ice Cream",320,3
"Ptasie mleczko",320,5
"Milka Hazelnuts",320,4
"Kinder surprise",320,5
"Leibniz Biscuits",320,5
"Nonnette (pierniczki)",1466,4
"Manhattan Ice Cream",1466,3
"Knoppers",1466,4
"Mentos Mint",1466,5
"Cornetto",1466,3
"Kinder surprise",1466,5
"Wisełka",1466,0
"Leibniz Biscuits",1466,4
"Ferrero rocher",1466,5
"Raffaello",1466,4
"KitKat",1466,3
"Prince Polo",1466,3
"Kinder bueno white",1466,5
"Bounty",1466,5
"Merci",1466,5
"Toblerone white",1466,4
"Kaszka manna",1466,1
"Toffifee",1466,5
"Twix",1466,5
"M&m's",1466,5
"Milka Lila Stars Raisins",1466,0
"Mars",1466,2
"Milka Hazelnuts",1466,2
"Mamba",1466,5
"Creme puffs (ptysie)",1466,1
"Werther's Original",1466,3
"Lion",1466,3
"Donuts ",1466,3
"Lentilky",1466,5
"Ptasie mleczko",1466,5
"Mon cheri",1466,1
"Milky Way",1466,3
"Magnum Almond",1466,1
"Chupa chups",1466,4
"Kinder bueno",1466,5
"Fisherman's Friend",1466,0
"Haribo",1466,5
"Milka White",1466,1
"Nutella",1466,3
"Snickers",1466,4
"Kopiko",1466,1
"Skittles",1466,5
"Maltesers",1466,5
"Nimm2",1466,5
"Halls",1466,5
"After Eight ",1466,4
"Jelly (kisiel)",1466,3
"Lion",1112,0
"Milka Hazelnuts",1112,3
"Mars",1112,3
"Maltesers",1112,5
"Nonnette (pierniczki)",1112,0
"Mon cheri",1112,0
"M&m's",1112,1
"Wisełka",1112,3
"Kinder bueno white",1112,5
"After Eight ",1112,0
"Twix",1112,5
"Snickers",1112,1
"Chupa chups",1112,5
"Prince Polo",1112,0
"Toffifee",1112,4
"Donuts ",1112,5
"Raffaello",1112,5
"Ferrero rocher",1112,4
"Werther's Original",1112,0
"Bounty",1112,0
"Ptasie mleczko",1112,0
"Creme puffs (ptysie)",1112,5
"Nimm2",1112,0
"Jelly (kisiel)",1112,0
"Milka White",1112,5
"Mentos Mint",1112,3
"Kaszka manna",1112,0
"Kinder surprise",1112,5
"Milky Way",1112,0
"Toblerone white",1112,5
"Fisherman's Friend",1112,0
"Nutella",1112,4
"Lentilky",1112,0
"Knoppers",1112,0
"Haribo",1112,1
"Leibniz Biscuits",1112,0
"Manhattan Ice Cream",1112,0
"KitKat",1112,5
"Magnum Almond",1112,1
"Halls",1112,5
"Milka Lila Stars Raisins",1112,5
"Kinder bueno",1112,5
"Cornetto",1112,1
"Mamba",1112,1
"Merci",1112,0
"Kopiko",1112,0
"Skittles",1112,3
"After Eight ",1467,2
"Nutella",1467,5
"Skittles",1467,5
"Jelly (kisiel)",1467,3
"Cornetto",1467,5
"Milka White",1467,4
"Ferrero rocher",1467,4
"Milky Way",1467,3
"Knoppers",1467,2
"Merci",1467,3
"Creme puffs (ptysie)",1467,3
"Nonnette (pierniczki)",1467,4
"Bounty",1467,4
"Mentos Mint",1467,1
"Maltesers",1467,5
"Toffifee",1467,4
"Manhattan Ice Cream",1467,5
"Ptasie mleczko",1467,5
"Fisherman's Friend",1467,0
"Mamba",1467,5
"Wisełka",1467,0
"Chupa chups",1467,5
"M&m's",1467,4
"Snickers",1467,4
"Lentilky",1467,4
"Haribo",1467,5
"Halls",1467,1
"Lion",1467,5
"Kinder surprise",1467,4
"Milka Hazelnuts",1467,4
"Kopiko",1467,2
"Raffaello",1467,5
"Twix",1467,4
"Donuts ",1467,5
"Milka Lila Stars Raisins",1467,3
"Mars",1467,3
"Mon cheri",1467,1
"Toblerone white",1467,5
"KitKat",1467,5
"Nimm2",1467,3
"Kaszka manna",1467,5
"Kinder bueno",1467,5
"Magnum Almond",1467,5
"Werther's Original",1467,4
"Prince Polo",1467,4
"Kinder bueno white",1467,4
"Leibniz Biscuits",1467,3
"Twix",144,3
"Kaszka manna",144,4
"After Eight ",144,5
"Werther's Original",144,2
"Snickers",144,4
"Toffifee",144,4
"Mars",144,2
"Knoppers",144,3
"Manhattan Ice Cream",144,4
"Milka Hazelnuts",144,5
"Merci",144,5
"Milka White",144,3
"Bounty",144,1
"Chupa chups",144,2
"Ptasie mleczko",144,3
"Fisherman's Friend",144,3
"Jelly (kisiel)",144,5
"Milky Way",144,2
"Nutella",144,4
"Leibniz Biscuits",144,4
"Creme puffs (ptysie)",144,5
"Kopiko",144,4
"M&m's",144,5
"Lion",144,2
"Nimm2",144,1
"Halls",144,4
"Ferrero rocher",144,5
"Cornetto",144,5
"Lentilky",144,1
"Skittles",144,1
"Prince Polo",144,3
"Toblerone white",144,5
"Kinder surprise",144,3
"Mon cheri",144,1
"Wisełka",144,2
"Raffaello",144,5
"Nonnette (pierniczki)",144,5
"Mamba",144,1
"Kinder bueno white",144,4
"Kinder bueno",144,5
"Magnum Almond",144,5
"Donuts ",144,5
"KitKat",144,2
"Milka Lila Stars Raisins",144,3
"Mentos Mint",144,3
"Haribo",144,3
"Maltesers",144,4
"Magnum Almond",824,0
"Creme puffs (ptysie)",864,3
"Lion",864,0
"Nutella",864,3
"Skittles",864,3
"Haribo",864,0
"After Eight ",864,0
"Ferrero rocher",864,4
"Kinder bueno",864,0
"Halls",864,4
"Leibniz Biscuits",864,0
"Prince Polo",864,4
"Twix",864,4
"KitKat",864,5
"Fisherman's Friend",864,0
"Wisełka",864,0
"Kinder surprise",864,3
"Raffaello",864,0
"Toffifee",864,0
"Nimm2",1290,1
"Werther's Original",1290,2
"Fisherman's Friend",1290,0
"Kopiko",1290,2
"Haribo",1290,1
"Knoppers",1290,2
"Lentilky",1290,4
"Mentos Mint",1290,3
"Twix",1290,5
"Creme puffs (ptysie)",1290,3
"Prince Polo",1290,4
"Toffifee",1290,2
"Merci",1290,5
"Manhattan Ice Cream",1290,2
"Jelly (kisiel)",1290,1
"Skittles",1290,4
"Mamba",1290,4
"Nutella",1290,4
"Snickers",1290,4
"Cornetto",1290,5
"Magnum Almond",1290,5
"Mars",1290,5
"Maltesers",1290,2
"Nonnette (pierniczki)",1290,4
"Milky Way",1290,4
"Kinder surprise",1290,5
"Leibniz Biscuits",1290,4
"Milka White",1290,4
"Ferrero rocher",1290,5
"Bounty",1290,5
"M&m's",1290,4
"Wisełka",1290,2
"Kinder bueno white",1290,5
"Donuts ",1290,2
"Chupa chups",1290,5
"Lion",1290,4
"Kinder bueno",1290,5
"KitKat",1290,5
"Kaszka manna",1290,2
"Halls",1290,4
"Toblerone white",1290,5
"Milka Hazelnuts",1290,4
"Raffaello",1290,5
"Mon cheri",1290,5
"After Eight ",1290,5
"Ptasie mleczko",1290,4
"Milka Lila Stars Raisins",1290,5
"Kinder bueno white",1238,4
"Creme puffs (ptysie)",1238,4
"Kopiko",1238,3
"Maltesers",1238,0
"Kinder surprise",1238,4
"Manhattan Ice Cream",1238,4
"Milky Way",1238,3
"Lentilky",1238,3
"Kaszka manna",1238,0
"Werther's Original",1238,4
"Mamba",1238,5
